country,full_name,office_level,office_title,jurisdiction_type,jurisdiction_code,state,district,block,ward,local_body_type,local_body_name,normalized_name,transliterated_name,party,term_start,term_end,source_url,source_last_updated,status
IN,അømരĵ ൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-001,Kerala,Ernakulam,പറവൂർ,001,block_panchayat,പറവൂർ,അømരĵ ൻ,aømraĵ n,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അഖിൽ ബാവøൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-002,Kerala,Ernakulam,പറവൂർ,002,block_panchayat,പറവൂർ,അഖിൽ ബാവøൻ,akhail baavaøn,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േജാർČ ് വർഗീസ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-003,Kerala,Ernakulam,പറവൂർ,003,block_panchayat,പറവൂർ,േജാർČ ് വർഗീസ്,eejaarČ vargaeesa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,മണി ടീøർ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-004,Kerala,Ernakulam,പറവൂർ,004,block_panchayat,പറവൂർ,മണി ടീøർ,manai taeeør,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അനൂബ് (അഡŠ. ടി. ജി. അനൂപ്),other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-005,Kerala,Ernakulam,പറവൂർ,005,block_panchayat,പറവൂർ,അനൂബ് (അഡŠ. ടി. ജി. അനൂപ്),anaooba (adaŠ. tai. jai. anaoopa),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,മĵ ു അനിൽകുമാർ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-006,Kerala,Ernakulam,പറവൂർ,006,block_panchayat,പറവൂർ,മĵ ു അനിൽകുമാർ,maĵ u anailkaumaar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിൻസി വിൻെസh്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-007,Kerala,Ernakulam,പറവൂർ,007,block_panchayat,പറവൂർ,ലിൻസി വിൻെസh്,lainsai vainesah,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജŌ ി ലാലു,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-008,Kerala,Ernakulam,പറവൂർ,008,block_panchayat,പറവൂർ,െജŌ ി ലാലു,ejaŌ i laalau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജൻസി േതാമസ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-009,Kerala,Ernakulam,പറവൂർ,009,block_panchayat,പറവൂർ,െജൻസി േതാമസ്,ejansai eethaamasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േമരി ലിന(ലിന ബിജു),other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-010,Kerala,Ernakulam,പറവൂർ,010,block_panchayat,പറവൂർ,േമരി ലിന(ലിന ബിജു),eemarai laina(laina baijau),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,പി.പŕ കുമാരി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-011,Kerala,Ernakulam,പറവൂർ,011,block_panchayat,പറവൂർ,പി.പŕ കുമാരി,pai.paŕ kaumaarai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഉഷ ജയപാലൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-012,Kerala,Ernakulam,പറവൂർ,012,block_panchayat,പറവൂർ,ഉഷ ജയപാലൻ,ussha jayapaalan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,പി. ആർ.ൈസജൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-013,Kerala,Ernakulam,പറവൂർ,013,block_panchayat,പറവൂർ,പി. ആർ.ൈസജൻ,pai. aar.aisajan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ടി. െക.ബാബു,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07062-014,Kerala,Ernakulam,പറവൂർ,014,block_panchayat,പറവൂർ,ടി. െക.ബാബു,tai. eka.baabau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അഡŠ. നമിത േജാസ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-001,Kerala,Ernakulam,ആലī ാട്,001,block_panchayat,ആലī ാട്,അഡŠ. നമിത േജാസ്,adaŠ. namaitha eejaasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വി െക കുŜĺൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-002,Kerala,Ernakulam,ആലī ാട്,002,block_panchayat,ആലī ാട്,വി െക കുŜĺൻ,vai eka kauŜĺn,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,പി എ അഹĠ ദ് കബീർ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-003,Kerala,Ernakulam,ആലī ാട്,003,block_panchayat,ആലī ാട്,പി എ അഹĠ ദ് കബീർ,pai e ahaĠ dha kabaeer,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിŌ ി േജാസ് മാളിേയĎ ൽ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-004,Kerala,Ernakulam,ആലī ാട്,004,block_panchayat,ആലī ാട്,ലിŌ ി േജാസ് മാളിേയĎ ൽ,laiŌ i eejaasa maallaieeyaĎ l,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സിĤ ു പാനാĺിĖ ി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-005,Kerala,Ernakulam,ആലī ാട്,005,block_panchayat,ആലī ാട്,സിĤ ു പാനാĺിĖ ി,saiĤ u paanaaĺiĖ i,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ജിൻഷാദ് ജിĦ ാസ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-006,Kerala,Ernakulam,ആലī ാട്,006,block_panchayat,ആലī ാട്,ജിൻഷാദ് ജിĦ ാസ്,jainsshaadha jaiĦ asa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വി ജി ജയകുമാർ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-007,Kerala,Ernakulam,ആലī ാട്,007,block_panchayat,ആലī ാട്,വി ജി ജയകുമാർ,vai jai jayakaumaar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിജിഷ പി െക,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-008,Kerala,Ernakulam,ആലī ാട്,008,block_panchayat,ആലī ാട്,ലിജിഷ പി െക,laijaissha pai eka,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ജിൻസി േറാളി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-009,Kerala,Ernakulam,ആലī ാട്,009,block_panchayat,ആലī ാട്,ജിൻസി േറാളി,jainsai eerraallai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,റാണി മŘ ായി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-010,Kerala,Ernakulam,ആലī ാട്,010,block_panchayat,ആലī ാട്,റാണി മŘ ായി,rraanai maŘ ayai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െഡĦ ി േജാസഫ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-011,Kerala,Ernakulam,ആലī ാട്,011,block_panchayat,ആലī ാട്,െഡĦ ി േജാസഫ്,edaĦ i eejaasapha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അĢ ിളി സജീവൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-012,Kerala,Ernakulam,ആലī ാട്,012,block_panchayat,ആലī ാട്,അĢ ിളി സജീവൻ,aĢ illai sajaeevan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െസബാŋÜൻ േവവുകാŜ് (േസവി),other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-013,Kerala,Ernakulam,ആലī ാട്,013,block_panchayat,ആലī ാട്,െസബാŋÜൻ േവവുകാŜ് (േസവി),esabaaŋÜn eevavaukaaŜ (eesavai),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എം െക ബാബു,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07063-014,Kerala,Ernakulam,ആലī ാട്,014,block_panchayat,ആലī ാട്,എം െക ബാബു,em eka baabau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക. പി. അŢĺ ൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-001,Kerala,Ernakulam,അĪമാലി,001,block_panchayat,അĪമാലി,െക. പി. അŢĺ ൻ,eka. pai. aŢĺ n,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ടി. എം. വർąീസ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-002,Kerala,Ernakulam,അĪമാലി,002,block_panchayat,അĪമാലി,ടി. എം. വർąീസ്,tai. em. varąeesa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ജയ L·ഫാൻസിസ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-003,Kerala,Ernakulam,അĪമാലി,003,block_panchayat,അĪമാലി,ജയ L·ഫാൻസിസ്,jaya L·phaansaisa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അനിേമാൾ േബബി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-004,Kerala,Ernakulam,അĪമാലി,004,block_panchayat,അĪമാലി,അനിേമാൾ േബബി,anaieemaal eebabai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െസബി കിടേī ൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-005,Kerala,Ernakulam,അĪമാലി,005,block_panchayat,അĪമാലി,െസബി കിടേī ൻ,esabai kaitaeeī n,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െകാømേL·തസÝ തĪø ൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-006,Kerala,Ernakulam,അĪമാലി,006,block_panchayat,അĪമാലി,െകാømേL·തസÝ തĪø ൻ,ekaaømeeL·thasaÝ thaĪø n,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സിജു ഈരാളി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-007,Kerala,Ernakulam,അĪമാലി,007,block_panchayat,അĪമാലി,സിജു ഈരാളി,saijau eeraallai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സീന േദവŌ ിĎ ുŜി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-008,Kerala,Ernakulam,അĪമാലി,008,block_panchayat,അĪമാലി,സീന േദവŌ ിĎ ുŜി,saeena eedhavaŌ iĎ uŜi,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,പുഷ്Ď ല തĪĺ ൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-009,Kerala,Ernakulam,അĪമാലി,009,block_panchayat,അĪമാലി,പുഷ്Ď ല തĪĺ ൻ,pausshaĎ la thaĪĺ n,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക. വി. േപാളøൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-010,Kerala,Ernakulam,അĪമാലി,010,block_panchayat,അĪമാലി,െക. വി. േപാളøൻ,eka. vai. eepaallaøn,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,രഘു എം. സി.,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-011,Kerala,Ernakulam,അĪമാലി,011,block_panchayat,അĪമാലി,രഘു എം. സി.,raghau em. sai.,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിംസി ബിജു,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-012,Kerala,Ernakulam,അĪമാലി,012,block_panchayat,അĪമാലി,ലിംസി ബിജു,laimsai baijau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െലൗലി േബബി െസബാŋÜൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-013,Kerala,Ernakulam,അĪമാലി,013,block_panchayat,അĪമാലി,െലൗലി േബബി െസബാŋÜൻ,elaaulai eebabai esabaaŋÜn,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േL·ഗസി റാേഫൽ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-014,Kerala,Ernakulam,അĪമാലി,014,block_panchayat,അĪമാലി,േL·ഗസി റാേഫൽ,eeL·gasai rraaeephal,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലതിക ശശികുമാർ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07064-015,Kerala,Ernakulam,അĪമാലി,015,block_panchayat,അĪമാലി,ലതിക ശശികുമാർ,lathaika shashaikaumaar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സി.െജ. ബാബു,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-001,Kerala,Ernakulam,കൂവĺടി,001,block_panchayat,കൂവĺടി,സി.െജ. ബാബു,sai.eja. baabau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,പി.വി. സുനിൽ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-002,Kerala,Ernakulam,കൂവĺടി,002,block_panchayat,കൂവĺടി,പി.വി. സുനിൽ,pai.vai. saunail,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,L·ശീജ ഷിേജാ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-003,Kerala,Ernakulam,കൂവĺടി,003,block_panchayat,കൂവĺടി,L·ശീജ ഷിേജാ,L·shaeeja sshaieejaa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േറായി വർഗീസ് പുതുേőരി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-004,Kerala,Ernakulam,കൂവĺടി,004,block_panchayat,കൂവĺടി,േറായി വർഗീസ് പുതുേőരി,eerraayai vargaeesa pauthaueeőrai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക.പി. വർഗീസ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-005,Kerala,Ernakulam,കൂവĺടി,005,block_panchayat,കൂവĺടി,െക.പി. വർഗീസ്,eka.pai. vargaeesa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,L·പീത സുകു,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-006,Kerala,Ernakulam,കൂവĺടി,006,block_panchayat,കൂവĺടി,L·പീത സുകു,L·paeetha saukau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എൽേദാ മാതÝm,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-007,Kerala,Ernakulam,കൂവĺടി,007,block_panchayat,കൂവĺടി,എൽേദാ മാതÝm,eleedhaa maathaÝm,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,മാതÝlസ് (മാതÝm േജാസ് തരകൻ),other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-008,Kerala,Ernakulam,കൂവĺടി,008,block_panchayat,കൂവĺടി,മാതÝlസ് (മാതÝm േജാസ് തരകൻ),maathaÝlsa (maathaÝm eejaasa tharakan),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജയ്ബി സജി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-009,Kerala,Ernakulam,കൂവĺടി,009,block_panchayat,കൂവĺടി,െജയ്ബി സജി,ejayabai sajai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േഷാജ േറായി,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-010,Kerala,Ernakulam,കൂവĺടി,010,block_panchayat,കൂവĺടി,േഷാജ േറായി,eesshaaja eerraayai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,മിനി ബാബു,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-011,Kerala,Ernakulam,കൂവĺടി,011,block_panchayat,കൂവĺടി,മിനി ബാബു,mainai baabau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അനുേമാൾ അബീഷ് (അനു അബീഷ്),other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-012,Kerala,Ernakulam,കൂവĺടി,012,block_panchayat,കൂവĺടി,അനുേമാൾ അബീഷ് (അനു അബീഷ്),anaueemaal abaeessha (anau abaeessha),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േജാഷി സി. േപാൾ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07065-013,Kerala,Ernakulam,കൂവĺടി,013,block_panchayat,കൂവĺടി,േജാഷി സി. േപാൾ,eejaasshai sai. eepaal,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േജാണി L·കിŋ ഫർ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-001,Kerala,Ernakulam,വാഴĎ ുളം,001,block_panchayat,വാഴĎ ുളം,േജാണി L·കിŋ ഫർ,eejaanai L·kaiŋ phar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അൽ അമീൻ അഷ്റഫ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-002,Kerala,Ernakulam,വാഴĎ ുളം,002,block_panchayat,വാഴĎ ുളം,അൽ അമീൻ അഷ്റഫ്,al amaeen assharrapha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിസി െസബാŋÜൻ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-003,Kerala,Ernakulam,വാഴĎ ുളം,003,block_panchayat,വാഴĎ ുളം,ലിസി െസബാŋÜൻ,laisai esabaaŋÜn,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഷാജിത നൗഷാദ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-004,Kerala,Ernakulam,വാഴĎ ുളം,004,block_panchayat,വാഴĎ ുളം,ഷാജിത നൗഷാദ്,sshaajaitha naausshaadha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,കൗലŘ ് മരĎ ാർ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-005,Kerala,Ernakulam,വാഴĎ ുളം,005,block_panchayat,വാഴĎ ുളം,കൗലŘ ് മരĎ ാർ,kaaulaŘ maraĎ ar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അസീന ടീøർ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-006,Kerala,Ernakulam,വാഴĎ ുളം,006,block_panchayat,വാഴĎ ുളം,അസീന ടീøർ,asaeena taeeør,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അനീസ ഇസ് മായിൽ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-007,Kerala,Ernakulam,വാഴĎ ുളം,007,block_panchayat,വാഴĎ ുളം,അനീസ ഇസ് മായിൽ,anaeesa isa maayail,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അഡŠ ഫർഹŘ ് സുൈഹൽ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-008,Kerala,Ernakulam,വാഴĎ ുളം,008,block_panchayat,വാഴĎ ുളം,അഡŠ ഫർഹŘ ് സുൈഹൽ,adaŠ pharhaŘ sauaihal,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ജിബി ഏലിയാസ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-009,Kerala,Ernakulam,വാഴĎ ുളം,009,block_panchayat,വാഴĎ ുളം,ജിബി ഏലിയാസ്,jaibai eelaiyaasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഹസീന സിû ീĎ ്,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-010,Kerala,Ernakulam,വാഴĎ ുളം,010,block_panchayat,വാഴĎ ുളം,ഹസീന സിû ീĎ ്,hasaeena saiû eeĎ,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,മറിയാĠ േജാൺ,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-011,Kerala,Ernakulam,വാഴĎ ുളം,011,block_panchayat,വാഴĎ ുളം,മറിയാĠ േജാൺ,marraiyaaĠ eejaan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അസ് മ പി.എം,other_local_representative,Block Panchayat Member,other,IN-KL-ERN-BP-B07066-012,Kerala,Ernakulam,വാഴĎ ുളം,012,block_panchayat,വാഴĎ ുളം,അസ് മ പി.എം,asa ma pai.em,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
