country,full_name,office_level,office_title,jurisdiction_type,jurisdiction_code,state,district,block,ward,local_body_type,local_body_name,normalized_name,transliterated_name,party,term_start,term_end,source_url,source_last_updated,status
IN,ബിģു നാരായണൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W006,Kerala,Ernakulam,,006,grama_panchayat,അശമĦ ൂർ,ബിģു നാരായണൻ,baiģu naaraayanan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജസ് ന അഷ് റഫ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W007,Kerala,Ernakulam,,007,grama_panchayat,അശമĦ ൂർ,െജസ് ന അഷ് റഫ്,ejasa na assha rrapha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സലിം എൻ എം,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W008,Kerala,Ernakulam,,008,grama_panchayat,അശമĦ ൂർ,സലിം എൻ എം,salaim en em,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,നിഷി ജò ാർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W009,Kerala,Ernakulam,,009,grama_panchayat,അശമĦ ൂർ,നിഷി ജò ാർ,naisshai jaò ar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അജീന നിŌ ാർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W010,Kerala,Ernakulam,,010,grama_panchayat,അശമĦ ൂർ,അജീന നിŌ ാർ,ajaeena naiŌ ar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അനിത ജയൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W011,Kerala,Ernakulam,,011,grama_panchayat,അശമĦ ൂർ,അനിത ജയൻ,anaitha jayan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ബിģു െബŌ ി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W012,Kerala,Ernakulam,,012,grama_panchayat,അശമĦ ൂർ,ബിģു െബŌ ി,baiģu ebaŌ i,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അĢ ിളി രാജൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W013,Kerala,Ernakulam,,013,grama_panchayat,അശമĦ ൂർ,അĢ ിളി രാജൻ,aĢ illai raajan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അർøന സഹേദവൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W014,Kerala,Ernakulam,,014,grama_panchayat,അശമĦ ൂർ,അർøന സഹേദവൻ,arøna sahaeedhavan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േജാഷി േപാൾ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07018-W015,Kerala,Ernakulam,,015,grama_panchayat,അശമĦ ൂർ,േജാഷി േപാൾ,eejaasshai eepaal,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ബിģു രാജു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W001,Kerala,Ernakulam,,001,grama_panchayat,മുടĎ ുഴ,ബിģു രാജു,baiģu raajau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,മിനി സതീഷ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W002,Kerala,Ernakulam,,002,grama_panchayat,മുടĎ ുഴ,മിനി സതീഷ്,mainai sathaeessha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,നിഷ സģീപ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W003,Kerala,Ernakulam,,003,grama_panchayat,മുടĎ ുഴ,നിഷ സģീപ്,naissha saģeepa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,മാതൃlസ് ഐസക്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W004,Kerala,Ernakulam,,004,grama_panchayat,മുടĎ ുഴ,മാതൃlസ് ഐസക്,maatharilsa aisaka,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അനക് സ് ചൂരമുടി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W005,Kerala,Ernakulam,,005,grama_panchayat,മുടĎ ുഴ,അനക് സ് ചൂരമുടി,anaka sa chaooramautai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ജീന േപാൾ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W006,Kerala,Ernakulam,,006,grama_panchayat,മുടĎ ുഴ,ജീന േപാൾ,jaeena eepaal,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,കമലൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W007,Kerala,Ernakulam,,007,grama_panchayat,മുടĎ ുഴ,കമലൻ,kamalan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സാലി ബിേജായ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W008,Kerala,Ernakulam,,008,grama_panchayat,മുടĎ ുഴ,സാലി ബിേജായ്,saalai baieejaaya,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ൈഷമി വർഗീസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W009,Kerala,Ernakulam,,009,grama_panchayat,മുടĎ ുഴ,ൈഷമി വർഗീസ്,aisshamai vargaeesa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഷിജി എൽേദാസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W010,Kerala,Ernakulam,,010,grama_panchayat,മുടĎ ുഴ,ഷിജി എൽേദാസ്,sshaijai eleedhaasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിജി അനൂപ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W011,Kerala,Ernakulam,,011,grama_panchayat,മുടĎ ുഴ,ലിജി അനൂപ്,laijai anaoopa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അജിത്കുമാർ.എ.Ňി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W012,Kerala,Ernakulam,,012,grama_panchayat,മുടĎ ുഴ,അജിത്കുമാർ.എ.Ňി,ajaithakaumaar.e.Ňi,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഓഫീസ് മായ രജി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W013,Kerala,Ernakulam,,013,grama_panchayat,മുടĎ ുഴ,ഓഫീസ് മായ രജി,oophaeesa maaya rajai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഉഷ ദാസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07019-W014,Kerala,Ernakulam,,014,grama_panchayat,മുടĎ ുഴ,ഉഷ ദാസ്,ussha dhaasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വിനു സാഗർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W001,Kerala,Ernakulam,,001,grama_panchayat,േവī ൂർ,വിനു സാഗർ,vainau saagar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സാബി ബിജു താണാŜmകുടി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W002,Kerala,Ernakulam,,002,grama_panchayat,േവī ൂർ,സാബി ബിജു താണാŜmകുടി,saabai baijau thaanaaŜmkautai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സിബി ഔേസഫ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W003,Kerala,Ernakulam,,003,grama_panchayat,േവī ൂർ,സിബി ഔേസഫ്,saibai aueesapha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,പി. എം. േദവസി െപരുĢ ിĖ ി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W004,Kerala,Ernakulam,,004,grama_panchayat,േവī ൂർ,പി. എം. േദവസി െപരുĢ ിĖ ി,pai. em. eedhavasai eparauĢ iĖ i,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക. ബി. ഷിജു കēിടുĢ ിൽ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W005,Kerala,Ernakulam,,005,grama_panchayat,േവī ൂർ,െക. ബി. ഷിജു കēിടുĢ ിൽ,eka. bai. sshaijau kaēitauĢ il,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ജീജ സാhf,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W006,Kerala,Ernakulam,,006,grama_panchayat,േവī ൂർ,ജീജ സാhf,jaeeja saahf,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വി. സി. രവി വŜĺാറ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W007,Kerala,Ernakulam,,007,grama_panchayat,േവī ൂർ,വി. സി. രവി വŜĺാറ,vai. sai. ravai vaŜĺarra,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സാജു പി. എം,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W008,Kerala,Ernakulam,,008,grama_panchayat,േവī ൂർ,സാജു പി. എം,saajau pai. em,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജĦ ി സാജു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W009,Kerala,Ernakulam,,009,grama_panchayat,േവī ൂർ,െജĦ ി സാജു,ejaĦ i saajau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േരാഷ്നി മാതÝm,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W010,Kerala,Ernakulam,,010,grama_panchayat,േവī ൂർ,േരാഷ്നി മാതÝm,eeraasshanai maathaÝm,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിŇി െക എL·ബാഹം,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W011,Kerala,Ernakulam,,011,grama_panchayat,േവī ൂർ,ലിŇി െക എL·ബാഹം,laiŇi eka eL·baaham,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,L·പീത ജയL·പകാശ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W012,Kerala,Ernakulam,,012,grama_panchayat,േവī ൂർ,L·പീത ജയL·പകാശ്,L·paeetha jayaL·pakaasha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,രĵ ിത്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W013,Kerala,Ernakulam,,013,grama_panchayat,േവī ൂർ,രĵ ിത്,raĵ itha,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,L·പസാദ് പി.സി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W014,Kerala,Ernakulam,,014,grama_panchayat,േവī ൂർ,L·പസാദ് പി.സി,L·pasaadha pai.sai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ദിലീപ് േജാൺ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W015,Kerala,Ernakulam,,015,grama_panchayat,േവī ൂർ,ദിലീപ് േജാൺ,dhailaeepa eejaan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ജിൻസി എൽേദാ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07020-W016,Kerala,Ernakulam,,016,grama_panchayat,േവī ൂർ,ജിൻസി എൽേദാ,jainsai eleedhaa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ലിസി സിജു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W001,Kerala,Ernakulam,,001,grama_panchayat,രായമംഗലം,ലിസി സിജു,laisai saijau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േമരി പൗേലാസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W002,Kerala,Ernakulam,,002,grama_panchayat,രായമംഗലം,േമരി പൗേലാസ്,eemarai paaueelaasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,L·പീത എൽേദാസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W003,Kerala,Ernakulam,,003,grama_panchayat,രായമംഗലം,L·പീത എൽേദാസ്,L·paeetha eleedhaasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സ്മിത ബിജു േതാĺിലാൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W004,Kerala,Ernakulam,,004,grama_panchayat,രായമംഗലം,സ്മിത ബിജു േതാĺിലാൻ,samaitha baijau eethaaĺilaan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സനൽ േമാഹനൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W005,Kerala,Ernakulam,,005,grama_panchayat,രായമംഗലം,സനൽ േമാഹനൻ,sanal eemaahanan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ബിģു േഗാപാലകൃഷ്ണൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W006,Kerala,Ernakulam,,006,grama_panchayat,രായമംഗലം,ബിģു േഗാപാലകൃഷ്ണൻ,baiģu eegaapaalakarisshanan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഇ വി േജാർജ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W007,Kerala,Ernakulam,,007,grama_panchayat,രായമംഗലം,ഇ വി േജാർജ്,i vai eejaarja,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഹണി എൽേദാസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W008,Kerala,Ernakulam,,008,grama_panchayat,രായമംഗലം,ഹണി എൽേദാസ്,hanai eleedhaasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജയിംസ് അരുൺ വർഗീസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W009,Kerala,Ernakulam,,009,grama_panchayat,രായമംഗലം,െജയിംസ് അരുൺ വർഗീസ്,ejayaimsa araun vargaeesa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക വി എൽേദാ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W010,Kerala,Ernakulam,,010,grama_panchayat,രായമംഗലം,െക വി എൽേദാ,eka vai eleedhaa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ഐസĎ ് മാതÝm (ചാണിĎ ുŜി),panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W011,Kerala,Ernakulam,,011,grama_panchayat,രായമംഗലം,ഐസĎ ് മാതÝm (ചാണിĎ ുŜി),aisaĎ maathaÝm (chaanaiĎ uŜi),Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െഡയ്സി അനിൽ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W012,Kerala,Ernakulam,,012,grama_panchayat,രായമംഗലം,െഡയ്സി അനിൽ,edayasai anail,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ആശ രവി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W013,Kerala,Ernakulam,,013,grama_panchayat,രായമംഗലം,ആശ രവി,aasha ravai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േജായി പൂേണലി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W014,Kerala,Ernakulam,,014,grama_panchayat,രായമംഗലം,േജായി പൂേണലി,eejaayai paooeenalai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ടിൻസി ബാബു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W015,Kerala,Ernakulam,,015,grama_panchayat,രായമംഗലം,ടിൻസി ബാബു,tainsai baabau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െജയ്സൺ െക വി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W016,Kerala,Ernakulam,,016,grama_panchayat,രായമംഗലം,െജയ്സൺ െക വി,ejayasan eka vai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എൻ സി േതാമസ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W017,Kerala,Ernakulam,,017,grama_panchayat,രായമംഗലം,എൻ സി േതാമസ്,en sai eethaamasa,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,െക എസ് രാേജഷ് കുമാർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W018,Kerala,Ernakulam,,018,grama_panchayat,രായമംഗലം,െക എസ് രാേജഷ് കുമാർ,eka esa raaeejassha kaumaar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ബാവĎ ുĶ ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W019,Kerala,Ernakulam,,019,grama_panchayat,രായമംഗലം,ബാവĎ ുĶ ്,baavaĎ uĶ,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,അംബിക മുരളീധരൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W020,Kerala,Ernakulam,,020,grama_panchayat,രായമംഗലം,അംബിക മുരളീധരൻ,ambaika maurallaeedhharan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സ്മിത അനിൽകുമാർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W021,Kerala,Ernakulam,,021,grama_panchayat,രായമംഗലം,സ്മിത അനിൽകുമാർ,samaitha anailkaumaar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,എസ് രാധാകൃഷ്ണൻ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07021-W022,Kerala,Ernakulam,,022,grama_panchayat,രായമംഗലം,എസ് രാധാകൃഷ്ണൻ,esa raadhhaakarisshanan,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,റീന ബിജു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W001,Kerala,Ernakulam,,001,grama_panchayat,കൂവĺടി,റീന ബിജു,rraeena baijau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,േജാർജ് േതലĎ ാŜ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W002,Kerala,Ernakulam,,002,grama_panchayat,കൂവĺടി,േജാർജ് േതലĎ ാŜ്,eejaarja eethalaĎ aŜ,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സാനി േജാർജ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W003,Kerala,Ernakulam,,003,grama_panchayat,കൂവĺടി,സാനി േജാർജ്,saanai eejaarja,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,വിപിൻ േകാŜĎ ുടി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W004,Kerala,Ernakulam,,004,grama_panchayat,കൂവĺടി,വിപിൻ േകാŜĎ ുടി,vaipain eekaaŜĎ utai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,മായ കൃഷ്ണകുമാർ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W005,Kerala,Ernakulam,,005,grama_panchayat,കൂവĺടി,മായ കൃഷ്ണകുമാർ,maaya karisshanakaumaar,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ബിേനായ് അരീയ്Ď ൽ,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W006,Kerala,Ernakulam,,006,grama_panchayat,കൂവĺടി,ബിേനായ് അരീയ്Ď ൽ,baieenaaya araeeyaĎ l,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,ബാബു എം ഡി,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W007,Kerala,Ernakulam,,007,grama_panchayat,കൂവĺടി,ബാബു എം ഡി,baabau em dai,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,നിഷ ൈബജു,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W008,Kerala,Ernakulam,,008,grama_panchayat,കൂവĺടി,നിഷ ൈബജു,naissha aibajau,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
IN,സിĤ ു അരവിģ്,panchayat_member,Grama Panchayat Member,ward,IN-KL-ERN-GP-G07022-W009,Kerala,Ernakulam,,009,grama_panchayat,കൂവĺടി,സിĤ ു അരവിģ്,saiĤ u aravaiģ,Unknown,2025-12-19,2030-12-18,https://sec.kerala.gov.in/public/elercd/download/db3d5c61-cc49-48d5-991f-d207bd159562,2026-03-12,active
